address,city,rn_wage,zip,facility_name,medicaid,private_pay,total_hours,street,medicare,fname,rn_hours,idph_id,lat,lon
1601 N Farnsworth Av Aurora IL 60505,Aurora,26.74,60505,The Grove of Fox Valley,4468879,603947,42316,1601 N Farnsworth Av,-264694,grove_of_fox_valley_2014_0052621.xml.xml,30553,52621,41.789288,-88.281947
701 N Lagrange Road Lagrange Park IL 60526,Lagrange Park,28.77,60526,The Grove of Lagrange Park,3971969,639370,39217,701 N Lagrange Road,18284,grove_of_lagrange_park_2014_0050443.xml.xml,17964,50443,41.825192,-87.872096
263 Skokie Blvd Northbrook IL 60062,Northbrook,28.59,60062,Grove of Northbrook L & R,5844154,258000,43747,263 Skokie Blvd,-758663,grove_of_northbrook_l_r_2014_0052050.xml.xml,25411,52050,42.14799,-87.798625
9000 N Lavergne Ave Skokie IL 60077,Skokie,29.04,60077,Grove of Skokie L  R,7102212,450248,51841,9000 N Lavergne Ave,3661807,grove_of_skokie_l_r_2014_0050237.xml.xml,31878,50237,42.044415,-87.75175
1120 N Topper Drive Mount Pulaski IL 62548,Mount Pulaski,29.82,62548,The H & J Vonderlieth Lv Ctr,0,0,25064,1120 N Topper Drive,0,h_j_vonderlieth_lvg_ctr_2014_0019976.xml.xml,7672,19976,40.020745,-89.282314
1108 Taylor Street Rockford IL 61103,Rockford,0,61103,Hallam Terrace,562622,139926,5347,1108 Taylor Street,0,hallam_terrace_2014_0033902.xml.xml,0,33902,42.287362,-89.106519
2501 Allentown Road Pekin IL 61554,Pekin,30.39,61554,Hallmark House Nursing Ctr,1119494,2179406,21966,2501 Allentown Road,1203909,hallmark_house_nursing_center_2014_0036343.xml.xml,11500,36343,40.555825,-89.609578
609 S Marshall Ave Mcleansboro IL 62859,Mcleansboro,22.41,62859,Hamilton Memorial Reh & HCC,1381686,461722,16220,609 S Marshall Ave,201833,hamilton_memorial_rehab_hcc_2014_0051292.xml.xml,4925,51292,38.087538,-88.541218
1845 - 1st Avenue Sterling IL 61081,Sterling,0,61081,Hammett House,587082,103416,5612,1845 - 1st Avenue,0,hammett_house_2014_0033845.xml.xml,0,33845,41.802435,-89.697086
600 N College Avenue Geneseo IL 61254,Geneseo,30.15,61254,Hammond Henry District Hsp,0,0,13084,600 N College Avenue,0,hammond_henry_district_hsp_2014_8000192.xml.xml,7841,8000192,41.460175,-90.158406
6701 South Morgan Chicago IL 60621,Chicago,24.65,60621,Hammond House,0,0,5154,6701 South Morgan,0,hammond_house_2014_0030619.xml.xml,458,30619,41.772404,-87.649454
817 17th Street Fulton IL 61252,Fulton,22.88,61252,Harbor Crest Home,1112010,1299657,16239,817 17th Street,309308,harbor_crest_home_2014_0009530.xml.xml,6559,9530,41.869941,-90.147619
3919 West Foster Ave Chicago IL 60625,Chicago,26.99,60625,Harmony Nursing & Rehab Ctr,6901958,1222590,59782,3919 West Foster Ave,1722088,harmony_nursing_rehab_center_2014_0040535.xml.xml,45326,40535,41.975476,-87.72625
209 Harris Road East Peoria IL 61611,East Peoria,0,61611,Harris Place,608718,0,4792,209 Harris Road,0,harris_place_2014_0038240.xml.xml,0,38240,40.632265,-89.55023
905 N E PERRY STREET PEORIA IL 61603,PEORIA,0,61603,HART HOUSE,0,0,5208,905 N E PERRY STREET,0,hart_house_2014_0034769.xml.xml,0,34769,40.701787,-89.584209
702 N E MADISON ST PEORIA IL 61603,PEORIA,0,61603,HARTRICK HOUSE,0,0,5354,702 N E MADISON ST,0,hartrick_house_2014_0034751.xml.xml,0,34751,40.69828,-89.584383
3309 South Harvey Berwyn IL 60402,Berwyn,0,60402,Harvey House,562210,118729,4293,3309 South Harvey,0,harvey_house_2014_0049254.xml.xml,0,49254,41.832729,-87.779276
609 North Harpham St Havana IL 62644,Havana,22,62644,Havana Health Care Center,1696341,561395,21232,609 North Harpham St,422218,havana_health_care_center_2014_0053165.xml.xml,2767,53165,40.305567,-90.053142
3222 Independence Dr Danville IL 61832,Danville,24.26,61832,Hawthorne Inn of Danville,851332,4534809,44312,3222 Independence Dr,3277825,hawthorne_inn_of_danville_2014_0046367.xml.xml,19011,46367,40.17696,-87.620484
920 N Seminary Ave Woodstock IL 60098,Woodstock,26.42,60098,Hearthstone Manor,865874,2353850,33045,920 N Seminary Ave,790923,hearthstone_manor_2014_0027664.xml.xml,32529,27664,42.323675,-88.443156
101 Trowbridge Road Neoga IL 62447,Neoga,21.06,62447,Heartland Christian Village,1025883,2026675,23958,101 Trowbridge Road,-159493,heartland_christian_village_2014_0048751.xml.xml,16844,48751,39.320247,-88.456197
410 NW 3rd St Box 10 Casey IL 62420,Casey,22.57,62420,Heartland Manor Nursing Ctr,1140062,1337526,21926,410 NW 3rd St Box 10,455492,heartland_manor_nursing_center_2014_0002923.xml.xml,7270,2923,39.293482,-87.954456
2081 N Main Street Canton IL 61520,Canton,25.69,61520,Heartland of Canton,2053987,993475,26953,2081 N Main Street,459332,heartland_of_canton_2014_0049296.xml.xml,18187,49296,40.59287,-90.035353
309 East Springfield Champaign IL 61820,Champaign,29.13,61820,Heartland of Champaign,813263,1493674,29607,309 East Springfield,1529435,heartland_of_champaign_2014_0049395.xml.xml,15833,49395,40.112749,-88.234157
444 West Harrison St Decatur IL 62526,Decatur,28.17,62526,Heartland of Decatur,1168624,3119528,36759,444 West Harrison St,1626441,heartland_of_decatur_2014_0049544.xml.xml,13656,49544,39.863682,-88.962245
280 East Losey St Galesburg IL 61401,Galesburg,24.74,61401,Heartland of Galesburg,1459530,1242378,24451,280 East Losey St,358436,heartland_of_galesburg_2014_0049460.xml.xml,7942,49460,40.95474,-90.366588
1650 Indian Town Rd Henry IL 61537,Henry,23.75,61537,Heartland of Henry,893434,2539118,26659,1650 Indian Town Rd,600881,heartland_of_henry_2014_0049452.xml.xml,17190,49452,41.124679,-89.36623
8 Doctor Lane Macomb IL 61455,Macomb,21.25,61455,Heartland of Macomb,1509693,1298417,23870,8 Doctor Lane,627210,heartland_of_macomb_2014_0049585.xml.xml,16170,49585,40.459904,-90.660675
833 Sixteenth Ave Moline IL 61265,Moline,26.03,61265,Heartland of Moline,785769,4435027,46343,833 Sixteenth Ave,2952353,heartland_of_moline_2014_0049403.xml.xml,19230,49403,41.496954,-90.52632
510 Broadway Normal IL 61761,Normal,27,61761,Heartland of Normal,1341466,1617697,33479,510 Broadway,1901036,heartland_of_normal_2014_0049536.xml.xml,14959,49536,40.50658,-88.985579
1001 East Pells St Paxton IL 60957,Paxton,28.14,60957,Heartland of Paxton,1110024,2490520,32265,1001 East Pells St,656664,heartland_of_paxton_2014_0049494.xml.xml,19748,49494,40.459105,-88.083625
5600 Glen Elm Drive Peoria IL 61614,Peoria,29.58,61614,Heartland of Peoria,1500289,1778504,45709,5600 Glen Elm Drive,2312285,heartland_of_peoria_2014_0049379.xml.xml,17882,49379,40.753734,-89.590484
500 Centennial Drive East Peoria IL 61611,East Peoria,26.76,61611,Heartland of Riverview,60909,996188,22874,500 Centennial Drive,2011615,heartland_of_riverview_2014_0049486.xml.xml,19688,49486,40.70505,-89.524721
15600 S Honore St Harvey IL 60426,Harvey,28,60426,Heather Health Care Center,6029974,7873,46415,15600 S Honore St,745933,heather_health_care_center_2014_0023945.xml.xml,11594,23945,41.606276,-87.661994
2223 W Heading Ave Peoria IL 61604,Peoria,29.63,61604,Heddington Oaks,5013777,5218146,69844,2223 W Heading Ave,1433250,heddington_oaks_2014_0052357.xml.xml,21976,52357,40.699863,-89.628922
1629 Gardner Lane Peoria Heights IL 61614,Peoria Heights,27.53,61614,Heights Hlthcare & Rehab Ctr,4038647,117590,32313,1629 Gardner Lane,281050,heights_hlthcare_rehab_ctr_2014_0052159.xml.xml,11750,52159,40.757973,-89.568697
40 North 64th Street Belleville IL 62223,Belleville,30.92,62223,Helia Hlthcare of Belleville,3858637,281160,32134,40 North 64th Street,2209108,helia_healthcare_of_belleville_2014_0048827.xml.xml,8621,48827,38.553846,-90.038263
1310 Mark F Louis St Benton IL 62812,Benton,24.1,62812,Helia Healthcare of Benton,1577175,578821,23459,1310 Mark F Louis St,2487610,helia_healthcare_of_benton_2014_0049775.xml.xml,7209,49775,38.702954,-88.226717
500 Lewis Lane Carbondale IL 62901,Carbondale,23.84,62901,Helia Hlthcare of Carbondale,1683882,460458,20582,500 Lewis Lane,821812,helia_healthcare_of_carbondale_2014_0046920.xml.xml,6001,46920,37.728668,-89.199086
1915 S Mattis Street Champaign IL 61821,Champaign,27.02,61821,Helia Hlthcare of Champaign,2414395,320123,25231,1915 S Mattis Street,894130,helia_healthcare_of_champaign_2014_0048181.xml.xml,7461,48181,40.093326,-88.276516
210 E College Bx 519 Energy IL 62933,Energy,25.87,62933,Helia Healthcare of Energy,1299998,207138,22758,210 E College Bx 519,3339949,helia_healthcare_of_energy_2014_0046672.xml.xml,15787,46672,37.773818,-89.024579
400 E Hillview Ave Greenville IL 62246,Greenville,23.29,62246,Helia Hlthcare of Greenville,1883544,1110117,29227,400 E Hillview Ave,1315238,helia_healthcare_of_greenville_2014_0046680.xml.xml,8457,46680,38.876124,-89.408017
410 East Mack Olney IL 62450,Olney,22.91,62450,Helia Healthcare of Olney,1778726,161353,24014,410 East Mack,2167171,helia_healthcare_of_olney_2014_0050757.xml.xml,15325,50757,38.745958,-88.080512
101 South Belt West Belleville IL 62220,Belleville,27.77,62220,Helia Southbelt Healthcare,2436630,892441,37942,101 South Belt West,3772937,helia_southbelt_healthcare_2014_0048587.xml.xml,16850,48587,38.502529,-89.985679
604 Oakwood Drive Stronghurst IL 61480,Stronghurst,21.01,61480,Henderson County Ret Center,694667,1058305,13698,604 Oakwood Drive,230363,henderson_county_ret_center_2014_0035246.xml.xml,5576,35246,40.741932,-90.913478
4601 53rd Street Moline IL 61265,Moline,0,61265,Heritage Fifty Three,0,0,17367,4601 53rd Street,0,heritage_fifty_three_2014_0024836.xml.xml,0,24836,41.469691,-90.463651
8306 St Lukes Drive Beardstown IL 62618,Beardstown,28.52,62618,Heritage Health-Beardstown,0,0,23468,8306 St Lukes Drive,0,heritage_health_beardstown_2014_0048843.xml.xml,8244,48843,39.659628,-90.556019
700 E Walnut Street Bloomington IL 61701,Bloomington,26.57,61701,Heritage Health-Bloomington,0,0,25863,700 E Walnut Street,0,heritage_health_bloomington_2014_0048157.xml.xml,20630,48157,40.486909,-88.9848
1200 University Ave Carlinville IL 62626,Carlinville,23.94,62626,Heritage Health-Carlinville,0,0,26369,1200 University Ave,0,heritage_health_carlinville_2014_0048850.xml.xml,5336,48850,39.293251,-89.873914
1028 Hillcrest Drive Chillicothe IL 61523,Chillicothe,26.29,61523,Heritage Health-Chillicothe,0,0,32021,1028 Hillcrest Drive,0,heritage_health_chillicothe_2014_0048868.xml.xml,12396,48868,40.904291,-89.49973
300 East Mazon Ave Dwight IL 60420,Dwight,26.43,60420,Heritage Health-Dwight,0,0,29864,300 East Mazon Ave,0,heritage_health_dwight_2014_0050492.xml.xml,17238,50492,41.094139,-88.423599
555 E Clay El Paso IL 61738,El Paso,29.62,61738,Heritage Health-El Paso,0,0,20512,555 E Clay,0,heritage_health_el_paso_2014_0048124.xml.xml,10222,48124,40.734183,-89.007043
355 Raymond Street Elgin IL 60120,Elgin,32.66,60120,Heritage Health-Elgin,0,0,29191,355 Raymond Street,0,heritage_health_elgin_2014_0048132.xml.xml,15539,48132,42.029648,-88.273913
620 E 1st Street Gibson City IL 60936,Gibson City,30.99,60936,Heritage Health-Gibson City,0,0,19876,620 E 1st Street,0,heritage_health_gibson_city_2014_0048116.xml.xml,8711,48116,40.456932,-88.367614
7588 Staunton Road Gillespie IL 62033,Gillespie,24.84,62033,Heritage Health-Gillespie,0,0,28395,7588 Staunton Road,0,heritage_health_gillespie-2014_0048892.xml.xml,6762,48892,39.109443,-89.81632
423 N Dixie Highway Hoopeston IL 60942,Hoopeston,27.72,60942,Heritage Health-Hoopeston,0,0,26516,423 N Dixie Highway,0,heritage_health_hoopeston_2014_0052027.xml.xml,8367,52027,40.471131,-87.687762
873 Grove Street Jacksonville IL 62650,Jacksonville,26.38,62650,Heritage Health-Jacksonville,0,0,59496,873 Grove Street,0,heritage_health_jacksonville_2014_0048918.xml.xml,17939,48918,39.730574,-90.240707
1445 Chartres Street LaSalle IL 61301,LaSalle,26.59,61301,Heritage Health-LaSalle,0,0,26791,1445 Chartres Street,0,heritage_health_lasalle_2014_0051276.xml.xml,9434,51276,41.342192,-89.10607
628 S Illinois St Litchfield IL 62056,Litchfield,26.39,62056,Heritage Health-Litchfield,0,0,25644,628 S Illinois St,0,heritage_health_litchfield_2014_0048900.xml.xml,7508,48900,39.170712,-89.64421
1201 First Avenue Mendota IL 61342,Mendota,35.3,61342,Heritage Health-Mendota,0,0,25245,1201 First Avenue,0,heritage_health_mendota_2014_0048108.xml.xml,7422,48108,41.553582,-89.108581
201 Locust Street Minonk IL 61760,Minonk,28.26,61760,Heritage Health-Minonk,0,0,16758,201 Locust Street,0,heritage_health_minonk_2014_0048058.xml.xml,8630,48058,40.898063,-89.030975
435 Camden Road Mt Sterling IL 62353,Mt Sterling,24.52,62353,Heritage Health-Mt Sterling,0,0,24233,435 Camden Road,0,heritage_health_mt_sterling_2014_0048041.xml.xml,4626,48041,39.992197,-90.768878
1225 Woodland Drive Mt Zion IL 62549,Mt Zion,25.82,62549,Heritage Health-Mt Zion,0,0,24523,1225 Woodland Drive,0,heritage_health_mt_zion_2014_0048074.xml.xml,9694,48074,39.783814,-88.874912
509 N Adelaide Normal IL 61761,Normal,26.69,61761,Heritage Health-Normal,0,0,42695,509 N Adelaide,0,heritage_health_normal_2014_0048082.xml.xml,21501,48082,40.514913,-89.001709
1000 E 6th Street Rd Pana IL 62557,Pana,25.18,62557,Heritage Health-Pana,0,0,37670,1000 E 6th Street Rd,0,heritage_health_pana_2014_0048884.xml.xml,12791,48884,39.383049,-89.067273
1301 21st Street Peru IL 61354,Peru,28.02,61354,Heritage Health-Peru,0,0,28827,1301 21st Street,0,heritage_health_peru_2014_0048090.xml.xml,13337,48090,41.340153,-89.121702
900 North Rutledge Springfield IL 62702,Springfield,25.95,62702,Heritage Health-Springfield,0,0,60043,900 North Rutledge,0,heritage_health_springfield_2014_0041699.xml.xml,20112,41699,39.810876,-89.657348
215 W Pennsylvania Staunton IL 62088,Staunton,27.93,62088,Heritage Health-Staunton,0,0,23863,215 W Pennsylvania,0,heritage_health_staunton_2014_0048876.xml.xml,8674,48876,39.016148,-89.789
1525 East Main St Streator IL 61364,Streator,30.01,61364,Heritage Health-Streator,0,0,42828,1525 East Main St,0,heritage_health_streator_2014_0048066.xml.xml,19201,48066,41.120957,-88.812189
620 North Ottawa Ave Dixon IL 61021,Dixon,25.86,61021,Heritage Square,115197,2731737,24574,620 North Ottawa Ave,0,heritage_square_2014_0018176.xml.xml,10373,18176,41.851827,-89.484747
1900 North Park Ave Herrin IL 62948,Herrin,20.82,62948,Herrin Rehab and Nrsg Center,723208,168625,11227,1900 North Park Ave,778478,herrin_rehab_and_nrsg_center_2014_0051045.xml.xml,3724,51045,37.820398,-89.027605
9246 S Roberts Road Hickory Hills IL 60457,Hickory Hills,28.03,60457,Hickory Nursing Pavilion,3068563,21730,23359,9246 S Roberts Road,268214,hickory_nursing_pavilion_2014_0032029.xml.xml,4317,32029,41.722842,-87.81813
260 East Lucille Ave Forsyth IL 62535,Forsyth,31.26,62535,Hickory Point Terrace,694952,0,5840,260 East Lucille Ave,0,hickory_point_terrace_2014_0047282.xml.xml,504,47282,39.919604,-88.952788
565 W Marion Avenue Forsyth IL 62535,Forsyth,26.11,62535,Hickorypoint Christian Vlg,51601,1739670,17015,565 W Marion Avenue,-643133,hickorypoint_christian_village_2014_0050682.xml.xml,18237,50682,39.921309,-88.962802
1450 26th Street Highland IL 62249,Highland,23.31,62249,Highland Health Care Center,2321355,445654,27322,1450 26th Street,1960908,highland_health_care_center_2014_0042853.xml.xml,9998,42853,38.726232,-89.672905
2750 W Highland Ave Elgin IL 60124,Elgin,27.68,60124,Highland Oaks,734678,2500055,16599,2750 W Highland Ave,0,highland_oaks_2014_0029892.xml.xml,19461,29892,42.053472,-88.349291
409 North High St Paris IL 61944,Paris,0,61944,Highview Terrace,463528,195010,5630,409 North High St,0,highview_terrace_2014_0032003.xml.xml,0,32033,39.615432,-87.684608
14688 IL HWY 82 Geneseo IL 61254,Geneseo,22.56,61254,Hillcrest Home,2384552,1798990,36765,14688 IL HWY 82,647171,hillcrest_home_2014_0001099.xml.xml,15278,1099,41.363948,-90.164982
1740 N Circuit Drive Round Lake Beach IL 60073,Round Lake Beach,25.22,60073,Hillcrest Retirement Village,5766852,879335,44252,1740 N Circuit Drive,334631,hillcrest_retirement_village_2014_0030312.xml.xml,19772,30312,42.379667,-88.086177
1300 East Tremont St Hillsboro IL 62049,Hillsboro,25.17,62049,Hillsboro Rehab & HCC,3109956,923207,35596,1300 East Tremont St,287349,hillsboro_rehab_hcc_2014_0049221.xml.xml,8670,49221,39.153289,-89.479523
1308 Game Farm Road Yorkville IL 60560,Yorkville,27.62,60560,Hillside Rehab & Care Center,1024786,961848,18936,1308 Game Farm Road,1517227,hillside_rehab_care_center_2014_0050310.xml.xml,19171,50310,41.65802,-88.450859
910 West Polk Street Charleston IL 61920,Charleston,25.95,61920,Hilltop Skilled Nsg & Rehab,855024,1139556,19160,910 West Polk Street,1450868,hilltop_skilled_nsg_rehab_2014_0051441.xml.xml,7307,51441,39.487885,-88.196899
512 NORTH 11TH ST VIENNA IL 62995,VIENNA,3,62995,HILLVIEW HEALTH CARE CENTER,888948,634176,16606,512 NORTH 11TH ST,110828,hillview_health_care_center_2014_0045302.xml.xml,2281,45302,37.417715,-88.902493
201 Belle St Box 79 Alhambra IL 62001,Alhambra,20.86,62001,Hitz Memorial Home,1190592,1064481,17255,201 Belle St Box 79,581505,hitz_memorial_home_2014_0032979.xml.xml,1931,32979,38.882109,-89.739366
15175 State Street South Holland IL 60473,South Holland,0,60473,Holland Terrace,712603,110719,5473,15175 State Street,0,holland_terrace_2014_0043240.xml.xml,0,43240,41.619475,-87.617025
12220 S. Will Cook Road Palos Park IL 60464,Palos Park,31.6,60464,Holy Family Villa,2136588,3646385,34333,12220 S. Will Cook Road,1246543,holy_family_villa_2014_0045393.xml.xml,27880,45393,41.666807,-87.912794
905 North Jefferson West Frankfort IL 62896,West Frankfort,25.03,62896,Homestead House,0,0,4745,905 North Jefferson,0,homestead_house_2014_0034173.xml.xml,330,34173,37.905722,-88.925512
4343 Kennedy Drive East Moline IL 61244,East Moline,25.91,61244,Hope Creek Care Center,3007605,4100409,80072,4343 Kennedy Drive,501528,hope_creek_care_center_2014_0048694.xml.xml,23958,48694,41.487216,-90.456252
106 E 2nd South St Arcola IL 61910,Arcola,0,61910,Hope House,0,0,4603,106 E 2nd South St,0,hope_house_2014_0033811.xml.xml,0,33811,39.678976,-88.308845
1180 South Fourth St Kankakee IL 60901,Kankakee,0,60901,Hunt Terrace,490881,114206,4782,1180 South Fourth St,0,hunt_terrace_2014_0047985.xml.xml,0,47985,41.12234,-87.870115
505 N E PERRY STREET PEORIA IL 61603,PEORIA,0,61603,HUNTER HOUSE,0,0,5396,505 N E PERRY STREET,0,hunter_house_2014_0034744.xml.xml,0,34744,40.69889,-89.588831
1315 Curt Dr Bx 6179 Champaign IL 61820,Champaign,,61820,Illini Heritage Rehab & HC,1794383,566045,19635,1315 Curt Dr Bx 6179,49519,illini_heritage_rehab_hc_2014_0050930.xml.xml,,50930,40.140056,-88.268548
1455 Hospital Road Silvis IL 61282,Silvis,25.87,61282,Illini Restorative Care,0,0,38164,1455 Hospital Road,0,illini_restorative_care_2014_0048264.xml.xml,34437,48264,41.497008,-90.421373
450 Fulton St Box 49 Paxton IL 60957,Paxton,32.36,60957,Illinois Knights Templar Home,0,0,19989,450 Fulton St Box 49,0,illinois_knights_templar_home_2014_0010058.xml.xml,7846,10058,40.46031,-88.09532
180 West Imboden Decatur IL 62521,Decatur,29.93,62521,Imboden Creek Living Center,0,0,30077,180 West Imboden,0,imboden_creek_living_center_2014_0036574.xml.xml,3250,36574,39.815023,-88.956326
1366 W Fullerton Ave Chicago IL 60614,Chicago,33.73,60614,The Imperial Grove Pavilion,8379314,1070765,83073,1366 W Fullerton Ave,1433887,imperial_grove_pavilion_2014_0037754.xml.xml,77803,37754,41.925305,-87.662471
50 S Fairbanks St Addison IL 60101,Addison,26.64,60101,Iona Glos SLC,5706368,0,35905,50 S Fairbanks St,0,iona_glos_slc_2014_0022996.xml.xml,11441,22996,41.926643,-88.018086
200 Fairman Avenue Watseka IL 60970,Watseka,26.77,60970,The Iroquois Resident Home,23607,1810231,12320,200 Fairman Avenue,147314,iroquois_resident_home_2014_0014464.xml.xml,6297,14464,40.765547,-87.732669
5130 W Jackson Blvd Chicago IL 60644,Chicago,31.22,60644,Jackson Sq Skl Nrsg & Living,10612029,50529,78089,5130 W Jackson Blvd,980910,jackson_sq_skl_nrsg_living_2014_0039834.xml.xml,25622,39834,41.876747,-87.753839
1517 West Walnut Jacksonville IL 62650,Jacksonville,23.02,62650,Jacksonville Skld N & Rehab,1813701,1436553,30149,1517 West Walnut,2578670,jacksonville_skld_nur_rehab_2014_0051433.xml.xml,7409,51433,39.745277,-90.259172
275 SOUTH LASALLE AURORA IL 60505,AURORA,22.16,60505,JENNINGS TERRACE,261077,3261463,42098,275 SOUTH LASALLE,0,jennings_terrace_2014_0010371.xml.xml,6441,10371,41.751072,-88.316907
